번호,소재지전화,사업장명
4520,432336000,서원요양병원
4521,612467200,의료법인새림의료재단 압해생태요양병원
4522,619219000,여천한방병원
4523,618072500,청암요양병원
4524,619823000,목포청연한방병원
4525,618628881,의료법인송지의료재단 장흥요양병원
4526,613387500,나주광주요양병원
4527,613609000,곡성군립노인전문요양병원
4528,618101004,여수강남요양병원
4529,612878573,편안한방병원
4530,328329900,송도효자병원
4531,327518370,힐락암요양병원
4532,4215770007,대전자생한방병원
4533,426091000,의료법인영훈의료재단 유성선병원
4534,627168275,호남THE선요양병원
4535,629530800,민들레한방병원
4536,625118775,광주한방병원
4537,622293333,제3한방병원
4538,626019000,강남요양병원
4539,,제민한방병원
4540,,광주동운한방병원
4541,,청송한방병원
4542,622302300,양명요양병원
4543,626706800,원광대학교 한의과대학 광주한방병원
4544,622341221,김희철동서한방병원
4545,618083008,우리한방병원
4546,617258575,이본한방병원
4547,612467000,목포더좋은요양병원
4548,617631004,365굿모닝한방병원
4549,548401004,의료법인안동병원
4550,548508114,안동성소병원
4551,548201100,안동요양병원
4552,538190700,경상북도립경산노인전문요양병원
4553,336306000,강원특별자치도속초의료원
4554,619141001,수요양병원
4555,616540000,의료법인보듬의료재단 봄빛요양병원
4556,613830666,동산한방병원
4557,547331771,영덕제일요양병원
4558,544511151,이안한방병원
4559,544448575,청담한방병원
4560,544209300,의료법인덕산의료재단김천제일병원
4561,549750803,의료법인 채움의료재단 약손요양병원
4562,545558275,의료법인 성심의료재단 늘푸른병원
4563,328887575,현대유비스병원
4564,327771122,서울시카고치과병원
4565,328827114,해오른노인전문병원
4566,325676200,온누리병원
4567,324572000,의료법인 인천사랑병원
4568,,풍암한방병원
4569,626016000,김 한방병원
4570,625260075,세종한방병원
4571,629559200,신가메디한방병원
4572,627100100,광천요양병원
4573,,현대한방병원
4574,629429922,송정한방병원
4575,626111600,상그릴라요양병원(일반요양병원)
4576,626008000,서광병원
4577,335337741,동해이레요양병원
4578,,천안베스트원요양병원
4579,415452874,산울의료재단 스파인치과병원
4580,417363000,나성의료재단 논산행복한요양병원
4581,415497572,아산유리의료재단 아산유리요양병원
4582,416722900,의료법인 태안의료재단 현대요양병원
4583,413558600,효제의료재단 당진효제요양병원
4584,,아름다운마음의료재단 참조은 요양병원
4585,416322332,의암의료재단 홍주요양병원
4586,415581000,가야요양병원
4587,,누리의료재단 녹십자요양병원
4588,416320001,내포홍성한방병원
4589,618009988,의료법인우성의료재단 목포실로암요양병원
4590,613335875,동신한방병원
4591,438784111,의료법인 음성소망의료재단 음성소망병원
4592,436406100,의료법인 창민의료재단 제천병원
4593,434238844,단양군립노인요양병원
4594,436407600,의료법인 자산의료재단 제천서울병원
4595,432963500,참조은치과병원
4596,432877715,충북도립노인전문병원
4597,432989100,의료법인 참사랑재단 참사랑요양병원
4598,436451010,대원교육재단 세명대학교 부속한방병원
4599,438563501,의료법인 송원의료재단 송원요양병원
4600,437310066,의료법인 창곡의료재단 참조은요양병원
4601,629526000,수완예담한방병원
4602,622518400,해피니스요양병원
4603,625102000,에이치요양병원
4604,629431588,효정요양병원
4605,625256515,광주사랑요양병원
4606,627170001,첨단한방병원
4607,424720129,의료법인 선사인혜요양병원
4608,426715300,테크노요양병원
4609,422561177,의료법인 산수의료재단 웰시티요양병원
4610,426725123,의료법인 선인의료재단  삼성한방병원
4611,422528275,의료법인 세명의료재단 세명요양병원
4612,425359999,의료법인고려의료재단 원동요양병원
4613,428262772,대전연세요양병원
4614,422746700,사회복지법인 금성복지재단 보광노인전문병원
4615,422509100,평화요양병원
4616,626502500,동아병원
4617,624140192,태평요양병원
4618,626086000,광주희망병원
4619,629536000,하남성심병원
4620,418811711,공주세종요양병원
4621,415550400,백석요양병원
4622,418337200,의료법인 연화의료재단 부여요양병원
4623,415430011,아산효요양병원
4624,416420003,장수요양병원
4625,415558275,혜강병원
4626,413570100,당진종합병원
4627,415672277,아선의료재단 메디케어 요양병원
4628,,부여한라병원
4629,616900500,재단법인여수요양병원
4630,618304100,고흥군공립노인전문요양병원
4631,613818075,아름다운 명문한방병원
4632,613796114,화순군립요양병원
4633,613323500,즐거운요양병원
4634,542317533,시티요양병원
4635,542765115,정다운요양병원
4636,542730001,의료법인해도의료재단 제일마디요양병원
4637,546556688,의료법인 벽산의료재단 경희요양병원
4638,545319988,의료법인 우석의료재단 연세요양병원
4639,544558883,구미가톨릭요양병원
4640,613817582,의료법인경애의료재단 담양참사랑병원
4641,614537007,공립무안군노인전문요양병원
4642,612606700,의료법인해민의료재단 세안종합병원
4643,612453377,의료법인동명의료재단 동명한방병원
4644,617406600,의료법인청울의료재단 선암요양병원
4645,612807500,목포기독병원
4646,613301700,의료법인세화의료재단 나주효사랑병원
4647,617459977,우리들한방병원
4648,617978200,광양시공립노인전문요양병원
4649,612705800,목포한국병원
4650,543309500,의료법인 효은의료재단 효사랑요양병원
4651,544328901,경상북도김천의료원
4652,548347400,의성군공립요양병원
4653,547496666,의료법인소양의료재단 서울요양병원
4654,542462800,의료법인포항삼광의료재단 드림요양병원
4655,547600000,의료법인바로의료재단 미루요양병원
4656,626087000,광주일곡병원
4657,625199000,해피뷰병원
4658,625103102,천주의성요한병원
4659,623803800,다사랑병원
4660,626108100,신가병원
4661,6218990000,전남대학교병원
4662,624661000,선한병원
4663,626709421,빛고을전남대학교병원
4664,622607100,광주병원
4665,626505000,광주기독병원
4666,629509700,광주센트럴병원
4667,415433580,사회복지법인 아산성애원 열린성애병원
4668,415501949,단국대학교치과대학 부속치과병원
4669,414271004,아산참요양병원
4670,415702114,순천향대학교부속 천안병원
4671,416306114,충청남도 홍성의료원
4672,417510014,의료법인 예은의료재단 편안요양병원
4673,417540060,새금산요양병원
4674,418518200,현대프라임요양병원
4675,413629550,당진요양병원
4676,418589900,공주에덴요양병원
4677,419438119,청양훈요양병원
4678,432651075,올리브한방병원
4679,439010402,청주자생한방병원
4680,617405000,의료법인한국의료재단 순천한국병원
4681,612838004,목포원광한방병원
4682,613539000,의료법인거명의료재단 영광기독신하병원
4683,615364116,의료법인행촌의료재단 해남종합병원
4684,542447582,의료법인 현보의료재단 포항해도요양병원
4685,542899000,에스포항병원
4686,542626206,의료법인화암의료재단 간호나라요양병원
4687,548422100,라온치과병원
4688,547494433,의료법인송암의료재단 중앙요양병원
4689,548417500,아주안제요양병원
4690,544300202,김천요양병원
4691,542501000,의료법인청암의료재단 포항송라요양병원
4692,547745400,의료법인송죽의료재단 경주으뜸요양병원
4693,543728888,의료법인 선한의료재단 청도자연요양병원
4694,543717770,감꽃요양병원
4695,542750005,의료법인한성재단포항세명기독병원
4696,547440009,위더스요양병원
4697,328582080,22세기서울치과병원
4698,322793000,청라S한방병원
4699,327155151,송도한방병원
4700,322551000,자양한방병원
4701,,인정한방병원
4702,327521079,스카이한방병원
4703,327522891,슈어치과교정과치과병원
4704,4218996075,대청병원
4705,626009000,수완청연요양병원
4706,622281175,천지인한방병원
4707,626763330,마음손한방병원
4708,626512020,미소한방병원
4709,623732222,푸른숲한방병원
4710,624576000,LK메디피아한방병원
4711,6222411075,자연미한&#48225;병원
4712,422535800,시민요양병원
4713,422805000,대전광역시립제1노인전문병원
4714,423650101,의료법인비에스의료재단 브레인요양병원
4715,428784256,국군대전치과병원
4716,439107575,재단법인베스티안재단베스티안병원
4717,436478277,제천은혜요양병원
4718,439340100,의료법인 누가의료재단 속리산요양병원
4719,437608886,의료법인 여덕의료재단 증평요양병원
4720,438552010,이강한방병원
4721,437152200,청주필한방병원
4722,432637528,서울좋은치과병원
4723,546740011,봉화군립노인전문요양병원
4724,543705450,군립청도노인요양병원
4725,543389000,영남대학교의과대학부속영천병원
4726,542772800,미르치과병원
4727,537913000,경산라온치과병원
4728,537857006,울진군의료원요양병원
4729,336408800,강원특별자치도립 강릉요양병원
4730,332550085,베드로병원
4731,332610999,의료법인 춘천서인병원
4732,418637200,한마음효요양병원
4733,415695533,천안요양병원
4734,417302800,대정요양병원
4735,415791190,큰사랑요양병원
4736,413605555,의료법인 다솔의료재단 늘푸른요양병원
4737,415217000,대전대학교천안한방병원
4738,415297000,이화피닉스요양병원
4739,417451500,강경효사랑요양병원
4740,,천안우리요양병원
4741,626026114,광주보훈병원
4742,622203611,조선대학교치과병원
4743,624607000,광주씨티병원
4744,624501000,미래로21병원
4745,622203321,조선대학교병원
4746,623722333,YES한방병원
4747,626007000,상무병원
4748,625281075,신창한방병원
4749,629559200,자연요양병원
4750,626703803,효다움요양병원
4751,629417200,첨단S한방병원
4752,627203400,화정중앙한방병원
4753,626711075,덕림한방병원
4754,622229500,알찬한병원
4755,,청담한방병원
4756,538531355,부림요양병원
4757,545325001,의료법인삼백의료재단상주성모병원
4758,542325275,의료법인한원의료재단 장성요양병원
4759,544207200,경상북도립김천노인전문요양병원
4760,415494114,아산삼성요양병원
4761,418507500,굿헬스요양병원
4762,418527979,맑은마음병원
4763,617831200,의료법인행림의료재단 새미소요양병원
4764,612847528,예닮치과병원
4765,613730500,백재활요양병원
4766,618578000,의료법인제석의료재단 보광요양병원
4767,617977000,광양사랑병원
4768,618578800,보성요양병원
4769,547131000,큰사랑요양병원
4770,432860692,주사랑병원
4771,436460808,청풍호노인사랑병원
4772,432987337,예사랑병원
4773,437449633,영동군립노인전문병원
4774,435440330,의료법인 아인의료재단 성암요양병원
4775,436537700,의료법인 솔트의료재단 예성요양병원
4776,613797114,화순전남대학교병원
4777,612806800,목포재활요양병원
4778,619001100,전남제일요양병원
4779,618188855,광양한방병원
4780,613758400,화순베스트요양병원
4781,625157575,동서하나로한방병원
4782,622348575,기독건강병원
4783,623507101,동신대학교광주한방병원
4784,625700114,광주현대병원
4785,626002800,미르치과병원
4786,422730900,남대전요양병원
4787,426222275,서울치과병원
4788,422599988,튼튼요양병원
4789,547272550,소담한방병원
4790,3316702020,원주연세병원
4791,334525011,철원병원
4792,3315223375,원주프라임병원
4793,337435412,원주카톨릭병원
4794,337439840,원주우리병원
4795,337489999,21세기병원
4796,634625000,봄요양병원
4797,338122882,서울매일치과병원
4798,632788288,효사랑전주요양병원
4799,632828833,의료법인계산재단문실버요양병원
4800,632205000,한양병원
4801,632200300,본병원
4802,632407300,전주고려병원
4803,632209700,전주시립요양병원
4804,632305300,엠마오사랑병원
4805,632207200,의료법인영경의료재단전주병원
4806,638565522,동산병원
4807,638409114,익산병원
4808,638402300,익산제일병원
4809,638408002,연세요양병원
4810,637173303,완주군아름다운노인전문병원
4811,632493305,사회복지법인 성바오로애덕원 성바오로복지병원
4812,632617080,실로암병원
4813,632402100,전북특별자치도마음사랑병원
4814,632900114,의료법인 일암의료재단 고려병원
4815,636508000,순창요양병원
4816,632555321,벧엘요양병원
4817,632517200,수병원
4818,632247700,미르치과병원
4819,632103600,우리노인전문병원
4820,635310075,정읍시립요양병원
4821,635301000,정다운요양병원
4822,6315777877,전북대학교치과병원
4823,637144001,주랑한방병원
4824,637142200,솔한방병원
4825,637144848,명인한방병원
4826,632701900,전주신세계정형외과병원
4827,637143838,의료법인 디딤의료재단 우리요양병원
4828,632111004,미르피아여성병원
4829,637153700,전주우리들병원
4830,632529111,누가한방병원
4831,632228080,삼남재활의학과병원
4832,635337800,정읍박병원
4833,635303100,정읍사랑병원
4834,635380321,의료법인 케이씨엘의료재단 필한방병원
4835,632708600,가람한방병원
4836,632408800,의료법인영경의료재단호성전주병원
4837,632302900,학산요양병원
4838,632138275,의료법인 효성의료재단 새전주요양병원
4839,632217676,의료법인 옥성의료재단 골든카운티 요양병원
4840,635306000,재단법인 아산사회복지재단 정읍아산병원
4841,632748575,동의한방병원
4842,634307000,진안군의료원
4843,635707000,한서요양병원
4844,635389730,의료법인성은의료재단참조은병원
4845,632200600,참병원
4846,632508000,드림솔병원
4847,632479999,전주수한방병원
4848,632301202,사랑요양병원
4849,632701114,원광대학교전주한방병원
4850,632208300,우석대부속전주한방병원
4851,632308114,재단법인예수병원유지재단예수병원
4852,632730075,메디오투한방병원
4853,632314800,한사랑요양병원
4854,632281122,한솔요양병원
4855,632767122,전주 정드림요양병원
4856,632705003,성모요양병원
4857,632251075,덕진한방병원
4858,636441101,임실중앙요양병원
4859,637103300,온고을재활의학과병원
4860,637142500,한빛의료소비자생활협동조합 마음편한요양병원
4861,632790900,지리산한방병원
4862,637103114,전주우리병원
4863,632240081,전주늘사랑요양병원
4864,639005555,의료법인 지리산의료재단 어의당한방병원
4865,637152300,나은요양병원
4866,632402000,대자인병원
4867,328325488,청담해리슨송도병원
4868,334819880,백두병원
4869,334309999,미성의료재단 아름다운병원
4870,337415000,원주성모병원
4871,337607800,신창의료재단 원주에이치병원
4872,432838850,마음따뜻한방병원
4873,427210777,이김병원
4874,542727772,차차한방병원
4875,616893000,여수가온병원
4876,612878566,서울한방병원
4877,425440025,더젠병원
4878,638597700,나은병원
4879,638306000,실로암사랑요양병원
4880,638433582,재단법인 원불교 원병원
4881,638410714,재단법인 천주교 전주교구 유지재단 익산성모병원
4882,638592849,원광대학교 한방병원
4883,632608300,완주요양병원
4884,638591114,원광대학교병원
4885,632249200,은빛사랑요양병원
4886,632316565,유로병원
4887,632207000,전주기독병원
4888,638370010,마디한방병원
4889,638411075,영등한방병원
4890,638395500,온누리아동병원
4891,637211111,모현한방병원
4892,634400300,의료법인 오성의료재단 동군산병원
4893,635813800,의료법인 힐튼의료재단 솔병원
4894,636348898,남원성일병원
4895,632506100,중앙요양병원
4896,632407001,행복한요양병원
4897,632501129,전북대학교병원
4898,634603300,의료법인 의인의료재단 차병원
4899,634725000,전북특별자치도 군산의료원
4900,635606100,전북특별자치도 고창노인요양병원
4901,635487575,세미한병원
4902,632722200,힐링요양병원
4903,632818888,의료법인 인산의료재단 자인플러스병원
4904,636522611,희망병원
4905,638600114,엔젤의료재단 엔젤요양병원
4906,632250880,의료법인건강나라의료재단 건강나라요양병원
4907,632439100,더세움병원
4908,635835001,의료법인 혜성병원
4909,635458100,의료법인지석의료재단 신세계효병원
4910,635408855,희망병원
4911,632740365,효천한방병원
4912,639028000,드림한방병원
4913,635475000,효드림요양병원
4914,635307100,의료법인 평화의료재단 정읍성신병원
4915,632601300,의료법인완주의료재단한마음화산병원
4916,632209311,연수요양병원
4917,634647171,의료법인 한빛의료재단 행복한요양병원
4918,637144222,전일한방병원
4919,637708275,김제병원
4920,635833366,부안21세기병원
4921,635819116,부안군노인요양병원
4922,635815100,부안성모병원
4923,632285540,다사랑병원
4924,637151300,우리들사랑요양병원
4925,632860000,전주문병원
4926,632245100,박종혁믿음병원
4927,632728778,청담한방병원
4928,637142000,다생한방병원
4929,639110020,새희망요양병원
4930,632772774,온누리안과병원
4931,635435119,믿음병원
4932,634603400,의료법인 구암의료재단 군산요양병원
4933,636307792,전북특별자치도 남원노인요양병원
4934,638521075,제일한방병원
4935,637111111,효사랑가족요양병원
4936,636437575,선병원
4937,638527582,수사랑병원
4938,632767000,의료법인 효일의료재단 나눔요양병원
4939,636201114,전북특별자치도 남원의료원
4940,637155119,해빛한방병원
4941,634538275,의료법인 유진의료재단 동서병원
4942,634670001,키움병원
4943,632509100,예송요양병원
4944,639070123,일이삼한방병원
4945,636358880,남원효사랑요양병원
4946,636310119,남원병원
4947,635405114,김제우석병원
4948,632609900,의료법인 한길사랑의료재단 한길병원
4949,632302000,더숲요양병원
4950,637144800,청아람한방병원
4951,638430119,우석노인요양병원
4952,634521075,노블한방병원
4953,637301000,참사랑요양병원
4954,635610841,의료법인성노복지의료재단효자요양병원
4955,635613355,유정요양병원
4956,635616550,의료법인정익재단 메디케어요양병원
4957,635605600,의료법인석천재단고창병원
4958,635601000,석정웰파크병원
4959,637311075,수송한방병원
4960,632208300,전주우석병원
4961,632705200,전주21세기병원
4962,632523723,한국노인요양병원
4963,635807100,부안효요양병원
4964,636301500,의료법인원산의료재단 다사랑요양병원
4965,635827119,하나성심병원
4966,638592977,원광대학교 치과병원
4967,634500700,의료법인 원광의료재단 군산원광효도요양병원
4968,634609005,의료법인 모세의료재단 모세병원
4969,634500900,의료법인성하의료재단 누가병원
4970,634603000,의료법인 관주의료재단 정다운병원
4971,632887500,메디컬에스(S)한방병원
4972,637018000,정읍한국병원
4973,634630001,군산베스트한방병원
4974,637747500,석정웰파크요양병원
4975,637007000,샘고을요양병원
4976,632800800,전주다솔아동병원
4977,632311100,해맑은요양병원
4978,632112277,한빛의료소비자생활협동조합 행복나라요양병원
4979,632416700,뉴포도나무요양병원
4980,635455511,(의)혜민의료재단 우리한방병원
4981,637112300,키즈드림아이엠씨병원
4982,632250001,전주더블유(W)한방병원
4983,638547000,의료법인 태종의료재단 익산미소요양병원
4984,632228001,전주바로병원
4985,635458700,신세계병원
4986,635408800,미래병원
4987,638509900,의료법인 원광의료재단 익산원광효도요양병원
4988,632782200,우리들한방병원
4989,634413300,의료법인 평화의료재단 군산성신병원
4990,635408899,미래요양병원
4991,634680372,군산제일요양병원
4992,634728300,의료법인 성곡의료재단 군산효자요양병원
4993,637232500,수요양병원
4994,637148888,아중요양병원
4995,637151234,튼튼한방병원
4996,635401500,의료법인 백상의료재단 가족사랑요양병원
4997,427128500,대전웰니스병원
4998,538138900,의료법인양지의료재단 양지기쁨병원
4999,546391814,의료법인 영주의료재단 명품회복병원
5000,422704792,대전세종충남·넥슨후원 공공어린이재활병원
5001,625285000,구암병원
5002,618021111,목포스마트원치과병원
5003,612425621,의료법인항운의료재단 목포노동병원
5004,618001000,목포미래병원
5005,546398800,의료법인태훈의료재단새희망병원
5006,548747717,청송진보병원
5007,542992494,해군포항병원
5008,547458118,현대병원
5009,549797115,의료법인혜원의료재단혜원성모병원
5010,547638000,안강중앙병원
5011,546356161,영주기독병원
5012,547857015,울진군의료원
5013,547447583,한빛아동병원
5014,547436688,맘존여성병원
5015,544517500,구미현대병원
5016,542727582,포항재활의학병원
5017,548217282,의료법인 송인의료재단 대성그린병원
5018,612741400,의료법인서연의료재단 신안천사병원
5019,617258400,연세광혜병원
5020,616621000,씨에스나무병원
5021,617450500,척병원
5022,614707100,영암한국병원
5023,613240001,의료법인인성의료재단 함평성심병원
5024,612623301,의료법인신안대우의료재단 신안대우병원
5025,612840975,목포장문외과병원
5026,618112222,순천희망병원
5027,617803300,구례병원
5028,613909000,의료법인행복나눔의료재단 장성병원
5029,612876610,조연이비인후과병원
5030,612888000,남악아동병원
5031,618607777,장흥통합의료병원
5032,617201111,의료법인내일의료재단 현대여성아동병원
5033,615447933,의료법인남우의료재단 진도전남병원
5034,617277500,플러스아이미코병원
5035,415765700,앙즈로여성병원
5036,414150001,서울대정병원
5037,414250099,천안센텀정형외과신경외과병원
5038,415717581,SG삼성조은병원
5039,415757100,다우리재활병원
5040,415819999,마디손정형외과병원
5041,415622021,두정이진병원
5042,415671111,서울프라임병원
5043,419362222,의료법인 신드림의료재단 중앙유병원
5044,415630000,아이본병원
5045,415791400,이화병원
5046,413589988,9988병원
5047,545309000,상주제일병원
5048,542406000,의료법인현암의료재단 포항우리병원
5049,548588415,경북재활병원
5050,612801114,국립목포병원
5051,546399000,의료법인청봉의료재단성누가병원
5052,415756000,본정형외과병원
5053,547106000,의료법인 갑을의료재단 갑을구미재활병원
5054,547411212,경주굿모닝병원
5055,544578676,바른유병원
5056,547412300,의료법인성산의료재단새빛병원
5057,543730606,의료법인대남의료재단청도대남병원
5058,547300114,영덕아산병원
5059,546347600,영주삼봉병원
5060,543307700,의료법인동승의료재단동승병원
5061,546546611,의료법인서준의료재단예천권병원
5062,546331132,영주자인병원
5063,542557533,의료법인구암의료재단 시티병원
5064,548236200,빛으로병원
5065,548346660,의료법인 해안의료재단 해안1병원
5066,616553535,예울병원
5067,613606000,의료법인대송의료재단 곡성사랑병원
5068,613387700,엔에이치미래아동병원
5069,612723333,목포청담병원
5070,617971000,의료법인파스카의료재단 광양우리병원
5071,612870875,마디정형외과병원
5072,616408888,사회복지법인 여수애양병원
5073,542827752,상쾌한 항구병원
5074,543709900,의료법인 해동의료재단 청도메타병원
5075,544325040,의료법인영은의료재단김천신경정신병원
5076,542747775,의료법인삼정의료재단포항여성병원
5077,538198803,의료법인 서명의료재단 세명종합병원
5078,549330712,성주제일병원
5079,548332036,의료법인 제중원 제남병원
5080,544420046,의료법인 민현의료재단 미래로병원
5081,542830815,세명재활의학병원
5082,543363311,의료법인고담의료재단마야병원
5083,545552011,의료법인서일의료재단문경중앙병원
5084,547277780,의료법인 안흥의료재단 영남병원
5085,549762580,의료법인유민의료재단산울림병원
5086,549321212,의료법인석촌의료재단성주무강병원
5087,544589300,강남병원
5088,538179600,꿈나무아동병원
5089,543730911,의료법인영은의료재단하나병원
5090,549711002,의료법인건용의료재단 왜관병원
5091,546820727,의료법인명성의료재단영양병원
5092,548437887,성심병원
5093,547000119,큰마디큰병원
5094,548201111,의료법인 안동의료재단 용상안동병원
5095,549552661,의료법인영암의료재단고령영생병원
5096,542457000,포항인성병원
5097,547412005,새천년병원
5098,618503401,아산사회복지재단 보성아산병원
5099,617617575,의료법인광양의료재단 광양병원
5100,613707200,화순중앙병원
5101,615427575,진도한국병원
5102,618595000,의료법인삼호의료재단 삼호병원
5103,613807000,창평우리병원
5104,612805500,목포한사랑병원
5105,618626262,장흥우리병원
5106,618307000,고흥윤호21병원
5107,616505000,의료법인 미나의료재단 여수문화병원
5108,616539300,여수백병원
5109,613319900,밝은마음병원
5110,612420505,의료법인세양의료재단신안병원
5111,616898123,의료법인한마음의료재단 여수제일병원
5112,617408800,순천하나병원
5113,327166000,청라여성병원
5114,417407814,육군훈련소 지구병원
5115,419318330,(신)제일병원
5116,413352255,예산명지병원
5117,413510200,당진성모병원
5118,413513200,열린내과병원
5119,415463636,현대병원
5120,612878000,제일내과병원
5121,613709114,화순성심병원
5122,613993000,장성혜원병원
5123,618018001,목포아동병원
5124,619068000,순천우리병원
5125,617208022,미즈여성아동병원
5126,612450575,목포예향병원
5127,325778275,청라국제병원
5128,327213000,의료법인 성세의료재단 영종국제병원
5129,325901500,청라연세어린이병원
5130,322710119,청라좋은병원
5131,418371200,학교법인건양학원건양대학교부여병원
5132,415456114,미래한국병원
5133,419518282,의료법인 서해병원
5134,415724567,혜성산부인과병원
5135,613703700,화순고려병원
5136,613308000,다정한병원
5137,618400512,국립소록도병원
5138,618187575,강남병원
5139,612608000,목포미즈아이병원
5140,617599440,전라남도 순천의료원
5141,613809000,담양사랑병원
5142,617959931,의료법인현경의료재단 광양서울병원
5143,615303000,해남한국병원
5144,618401200,의료법인장호의료재단 녹동현대병원
5145,617247777,오병원
5146,617404071,순천센텀병원
5147,613905114,국군함평병원
5148,616532000,여수한국병원
5149,618045000,힘플러스병원
5150,617462400,청연우리병원
5151,432905647,공군항공우주의료원
5152,438790301,(재)예수의꽃동네유지재단 인곡자애병원
5153,432201234,의료법인 청주병원
5154,438562100,의료법인 중원의료재단 충주중앙병원
5155,415336119,아람메디컬병원
5156,415403900,리더스아산병원
5157,415778888,미즈나래여성병원
5158,426208114,사회복지법인천성원 대전한일병원
5159,422205500,이안과병원
5160,424717575,킴벨피부과병원
5161,422202300,글로벌튼튼병원
5162,432650071,의료법인 송암의료재단 마이크로병원
5163,432211122,서울아동병원
5164,435441500,의료법인 정민의료재단 보은한양병원
5165,435423100,의료법인 의명의료재단 마음편한병원
5166,432918114,씨엔씨푸른병원
5167,4115442800,서울우리병원
5168,416322072,사회복지법인 유일원 홍성한국병원
5169,418507700,공주현대병원
5170,416221300,화인메트로병원
5171,415717000,예일병원
5172,415655119,우리척병원
5173,415207010,새로나병원
5174,424727445,고운손병원
5175,425287588,허리사랑병원
5176,428239101,대전광역시온마음병원
5177,425829700,사회복지법인한마음 한마음정신병원
5178,424810100,대전센텀병원
5179,424857777,더블유여성병원
5180,4218993275,엠블병원
5181,426250700,의료법인 의명의료재단 대전병원
5182,432744401,카톨릭병원
5183,432372114,청주현대병원
5184,432347509,새빛병원
5185,432720001,모태안여성병원
5186,432183575,다나여성병원
5187,438348275,의료법인 명신의료재단 괴산서부병원
5188,4318998523,청주프라임병원
5189,432883535,아이웰어린이병원
5190,432638280,의료법인 한미의료재단 김숙자소아청소년병원
5191,547709500,계명대학교 경주동산병원
5192,542555000,여성아이병원
5193,548619111,의료법인영제의료재단영남제일병원
5194,537501777,국군대구병원
5195,546740011,봉화해성병원
5196,415513391,충무사랑병원
5197,417548272,새금산병원
5198,425351900,새손병원
5199,426207575,대전화병원
5200,424898888,바로세움병원
5201,428201234,사회복지법인 성재원 성세병원
5202,424888275,서울여성병원
5203,422220122,참다남병원
5204,424833575,미즈여성병원
5205,425360911,연합정형외과병원
5206,429300300,사회복지법인천성원신탄진한일병원
5207,428784255,국군대전병원
5208,422728882,사회복지법인 성신원 동대전정신병원
5209,438523800,호암병원
5210,432180119,오창중앙병원
5211,432210119,뿌리병원
5212,432119090,첼로병원
5213,432989988,마디사랑병원
5214,438481123,김앤권병원
5215,415370000,연세나무병원
5216,413632700,정빈의료재단 합덕아산병원
5217,,의료법인칠갑산의료재단 중앙병원
5218,417353488,고려병원
5219,415662022,이수병원
5220,415333391,꿈크는아이병원
5221,415469800,신도시이진병원
5222,415909000,천안우리병원
5223,416711365,태안열린병원
5224,4115227634,천안21세기병원
5225,542307700,인성병원
5226,424769000,에스앤케이병원
5227,425228275,비엔피병원
5228,428290000,코젤병원
5229,427161221,누리엘병원
5230,423370001,바른생각병원
5231,428210000,미즈제일여성병원
5232,426050000,을지소아청소년과병원
5233,424883653,글로벌삼육오엠씨병원
5234,4218992955,탄방엠블병원
5235,423617575,대전본병원
5236,425200000,대전코젤병원
5237,4215226705,봉키병원
5238,617290001,신대온누리병원
5239,615531234,완도대성병원
5240,614332167,전라남도 강진의료원
5241,612727588,목포현대병원
5242,617501605,의료법인진의료재단 순천평화병원
5243,617209900,이노스이비인후과병원
5244,432650051,의료법인송암의료재단마이크로재활병원
5245,439008875,청주탑병원
5246,638520100,하나한방병원
5247,335803700,근로복지공단 태백요양병원
5248,438529119,충주미래병원
5249,432840675,아이엠재활병원
5250,546203000,경주센텀병원
5251,547488275,신라미소병원
5252,616449000,여수중앙병원
5253,545310005,바른재활의학과병원
5254,424856644,밝은누리안과병원
5255,438462220,충주위담통합병원
5256,432110663,서로손병원
5257,548511071,의료법인 인덕의료재단 복주회복병원
5258,543319966,의료법인 자혜의료재단 영천제이병원
5259,432141004,의료법인 라온의료재단 오창호수병원
5260,617500000,순천에스병원
5261,629706000,첨단우리병원
5262,626109000,광주열린병원
5263,629607500,신창사랑병원
5264,623660600,광주보람병원
5265,626524511,새미래병원
5266,625224191,호성병원
5267,625747585,엔탑이비인후과병원
5268,629435000,하나병원
5269,629607000,중앙아동병원
5270,625159883,광주동림병원
5271,622322175,베스트신경과병원
5272,629603000,상록병원
5273,622686900,광주미래병원
5274,627122300,화정중앙병원
5275,626703333,새빛고을요양병원
5276,622602700,우암병원
5277,623802000,미즈피아병원
5278,622262525,대인병원
5279,625116100,문화여성병원
5280,625224191,허바킴병원
5281,629753300,하나아동병원
5282,626002580,광산수완미래아동병원
5283,626169000,더블유 여성병원
5284,622277775,광주소망병원
5285,,은혜요양병원
5286,625210161,선 한방병원
5287,624531000,사과나무한방병원
5288,623649000,밝은안과21병원
5289,622361058,경희 秀 한방병원
5290,622501000,광주굿모닝병원
5291,,삼무한방병원
5292,625199246,해피뷰삼성병원
5293,629589077,광주21세기병원
5294,625766800,광주양지병원
5295,629727975,대화한방병원
5296,622625522,에스케이제이병원
5297,622253000,엠플러스병원
5298,627100000,광주OK병원
5299,627182000,중앙생한방병원
5300,625270134,운암병원
5301,626707000,우리아동병원
5302,623671001,미담한방병원
5303,623617801,광주바로세움한방병원
5304,6241411075,아이퍼스트치과병원
5305,626035000,한사랑병원
5306,622608000,북구우리들병원
5307,624141000,아이퍼스트아동병원
